Radius(pc) TotalMass DiskMass BulgeMass 
573.00 7441242577.37 168768002.08 7176985893.23 
574.00 7457087067.90 169589543.45 7191664143.75 
575.00 7472926923.09 170413554.59 7206334733.29 
576.00 7488762124.71 171240038.06 7220997641.48 
577.00 7504592654.65 172068996.39 7235652848.16 
578.00 7520418494.99 172900432.11 7250300333.30 
579.00 7536239627.93 173734347.74 7264940077.03 
580.00 7552056035.86 174570745.81 7279572059.65 
581.00 7567867701.30 175409628.84 7294196261.62 
582.00 7583674606.93 176250999.34 7308812663.54 
583.00 7599476735.57 177094859.82 7323421246.17 
584.00 7615274070.22 177941212.79 7338021990.45 
585.00 7631066593.99 178790060.74 7352614877.44 
586.00 7646854290.18 179641406.17 7367199888.37 
587.00 7662637142.20 180495251.57 7381777004.62 
588.00 7678415133.63 181351599.43 7396346207.73 
589.00 7694188248.20 182210452.23 7410907479.37 
590.00 7709956469.77 183071812.45 7425460801.39 
591.00 7725719782.35 183935682.57 7440006155.74 
592.00 7741478170.09 184802065.05 7454543524.58 
593.00 7757231617.29 185670962.35 7469072890.16 
594.00 7772980108.39 186542376.94 7483594234.92 
595.00 7788723627.97 187416311.28 7498107541.42 
596.00 7804462160.75 188292767.81 7512612792.37 
597.00 7820195691.59 189171748.99 7527109970.63 
598.00 7835924205.49 190053257.25 7541599059.19 
599.00 7851647687.57 190937295.04 7556080041.19 
600.00 7867366123.12 191823864.79 7570552899.92 
601.00 7883079497.54 192712968.93 7585017618.79 
602.00 7898787796.38 193604609.89 7599474181.37 
603.00 7914491005.32 194498790.08 7613922571.36 
604.00 7930189110.15 195395511.92 7628362772.58 
605.00 7945882096.84 196294777.83 7642794769.02 
606.00 7961569951.46 197196590.22 7657218544.79 
607.00 7977252660.21 198100951.48 7671634084.13 
608.00 7992930209.43 199007864.03 7686041371.43 
609.00 8008602585.60 199917330.25 7700440391.19 
610.00 8024269775.30 200829352.53 7714831128.06 
611.00 8039931765.26 201743933.27 7729213566.83 
612.00 8055588542.35 202661074.84 7743587692.40 
613.00 8071240093.52 203580779.62 7757953489.82 
614.00 8086886405.90 204503049.99 7772310944.26 
615.00 8102527466.71 205427888.32 7786660041.03 
616.00 8118163263.30 206355296.97 7801000765.54 
617.00 8133793783.15 207285278.31 7815333103.36 
618.00 8149419013.87 208217834.68 7829657040.17 
619.00 8165038943.18 209152968.45 7843972561.79 
620.00 8180653558.91 210090681.96 7858279654.15 
621.00 8196262849.05 211030977.56 7872578303.31 
622.00 8211866801.67 211973857.59 7886868495.46 
623.00 8227465404.98 212919324.37 7901150216.91 
624.00 8243058647.29 213867380.25 7915423454.08 
625.00 8258646517.06 214818027.55 7929688193.54 
626.00 8274229002.85 215771268.60 7943944421.95 
627.00 8289806093.31 216727105.71 7958192126.12 
628.00 8305377777.26 217685541.19 7972431292.95 
629.00 8320944043.59 218646577.37 7986661909.49 
630.00 8336504881.32 219610216.54 8000883962.87 
631.00 8352060279.59 220576461.01 8015097440.39 
632.00 8367610227.64 221545313.07 8029302329.41 
633.00 8383154714.83 222516775.03 8043498617.45 
634.00 8398693730.64 223490849.16 8057686292.13 
635.00 8414227264.65 224467537.75 8071865341.18 
636.00 8429755306.55 225446843.09 8086035752.45 
637.00 8445277846.14 226428767.46 8100197513.90 
638.00 8460794873.33 227413313.12 8114350613.61 
639.00 8476306378.15 228400482.35 8128495039.77 
640.00 8491812350.72 229390277.40 8142630780.67 
641.00 8507312781.27 230382700.55 8156757824.74 
642.00 8522807660.15 231377754.04 8170876160.48 
643.00 8538296977.81 232375440.13 8184985776.54 
644.00 8553780724.79 233375761.07 8199086661.65 
645.00 8569258891.76 234378719.11 8213178804.67 
646.00 8584731469.47 235384316.47 8227262194.54 
647.00 8600198448.80 236392555.40 8241336820.34 
648.00 8615659820.70 237403438.14 8255402671.24 
649.00 8631115576.25 238416966.90 8269459736.51 
650.00 8646565706.61 239433143.91 8283508005.54 
651.00 8662010203.07 240451971.39 8297547467.81 
652.00 8677449056.99 241473451.56 8311578112.91 
653.00 8692882259.84 242497586.63 8325599930.55 
654.00 8708309803.20 243524378.81 8339612910.52 
655.00 8723731678.73 244553830.29 8353617042.72 
656.00 8739147878.20 245585943.28 8367612317.15 
657.00 8754558393.49 246620719.98 8381598723.93 
658.00 8769963216.54 247658162.57 8395576253.24 
659.00 8785362339.43 248698273.24 8409544895.41 
660.00 8800755754.29 249741054.18 8423504640.83 
661.00 8816143453.39 250786507.56 8437455480.00 
662.00 8831525429.06 251834635.56 8451397403.53 
663.00 8846901673.74 252885440.36 8465330402.12 
664.00 8862272179.97 253938924.11 8479254466.57 
665.00 8877636940.36 254995088.98 8493169587.76 
666.00 8892995947.64 256053937.13 8507075756.69 
667.00 8908349194.61 257115470.72 8520972964.45 
668.00 8923696674.17 258179691.90 8534861202.21 
669.00 8939038379.30 259246602.80 8548740461.24 
670.00 8954374303.10 260316205.59 8562610732.92 
671.00 8969704438.73 261388502.39 8576472008.71 
672.00 8985028779.44 262463495.34 8590324280.17 
673.00 9000347318.59 263541186.57 8604167538.93 
674.00 9015660049.60 264621578.21 8618001776.74 
675.00 9030966966.01 265704672.39 8631826985.43 
676.00 9046268061.42 266790471.21 8645643156.92 
677.00 9061563329.52 267878976.81 8659450283.22 
678.00 9076852764.10 268970191.28 8673248356.43 
679.00 9092136359.03 270064116.74 8687037368.75 
680.00 9107414108.26 271160755.29 8700817312.44 
681.00 9122686005.82 272260109.03 8714588179.87 
682.00 9137952045.83 273362180.05 8728349963.51 
683.00 9153212222.51 274466970.45 8742102655.89 
684.00 9168466530.12 275574482.31 8755846249.63 
685.00 9183714963.05 276684717.73 8769580737.46 
686.00 9198957515.75 277797678.77 8783306112.16 
687.00 9214194182.74 278913367.52 8797022366.64 
688.00 9229424958.63 280031786.05 8810729493.84 
689.00 9244649838.14 281152936.42 8824427486.84 
690.00 9259868816.02 282276820.70 8838116338.76 
691.00 9275081887.12 283403440.96 8851796042.82 
692.00 9290289046.39 284532799.24 8865466592.34 
693.00 9305490288.83 285664897.60 8879127980.68 
694.00 9320685609.54 286799738.09 8892780201.32 
695.00 9335875003.66 287937322.76 8906423247.81 
696.00 9351058466.46 289077653.64 8920057113.77 
697.00 9366235993.25 290220732.78 8933681792.92 
698.00 9381407579.43 291366562.20 8947297279.03 
699.00 9396573220.46 292515143.94 8960903565.99 
700.00 9411732911.90 293666480.02 8974500647.74 
701.00 9426886649.37 294820572.47 8988088518.29 
702.00 9442034428.56 295977423.30 9001667171.77 
703.00 9457176245.24 297137034.53 9015236602.34 
704.00 9472312095.27 298299408.17 9028796804.26 
705.00 9487441974.54 299464546.22 9042347771.88 
706.00 9502565879.07 300632450.69 9055889499.59 
707.00 9517683804.90 301803123.58 9069421981.89 
708.00 9532795748.17 302976566.88 9082945213.34 
709.00 9547901705.09 304152782.59 9096459188.58 
710.00 9563001671.93 305331772.68 9109963902.31 
711.00 9578095645.03 306513539.16 9123459349.33 
712.00 9593183620.82 307698083.99 9136945524.49 
713.00 9608265595.79 308885409.15 9150422422.72 
714.00 9623341566.47 310075516.62 9163890039.03 
715.00 9638411529.51 311268408.36 9177348368.50 
716.00 9653475481.58 312464086.35 9190797406.27 
717.00 9668533419.46 313662552.53 9204237147.57 
718.00 9683585339.97 314863808.87 9217667587.69 
719.00 9698631240.01 316067857.33 9231088721.99 
720.00 9713671116.53 317274699.85 9244500545.90 
721.00 9728704966.56 318484338.38 9257903054.93 
722.00 9743732787.21 319696774.86 9271296244.65 
723.00 9758754575.63 320912011.23 9284680110.69 
724.00 9773770329.04 322130049.43 9298054648.78 
725.00 9788780044.73 323350891.38 9311419854.68 
726.00 9803783720.06 324574539.02 9324775724.24 
727.00 9818781352.44 325800994.28 9338122253.38 
728.00 9833772939.37 327030259.06 9351459438.07 
729.00 9848758478.37 328262335.28 9364787274.37 
730.00 9863737967.07 329497224.87 9378105758.39 
731.00 9878711403.12 330734929.73 9391414886.30 
732.00 9893678784.27 331975451.76 9404714654.35 
733.00 9908640108.30 333218792.87 9418005058.85 
734.00 9923595373.07 334464954.95 9431286096.18 
735.00 9938544576.50 335713939.91 9444557762.77 
736.00 9953487716.56 336965749.62 9457820055.13 
737.00 9968424791.29 338220385.98 9471072969.82 
738.00 9983355798.79 339477850.87 9484316503.47 
739.00 9998280737.22 340738146.18 9497550652.79 
740.00 10013199604.78 342001273.77 9510775414.51 
741.00 10028112399.76 343267235.52 9523990785.47 
742.00 10043019120.48 344536033.30 9537196762.53 
743.00 10057919765.34 345807668.97 9550393342.65 
744.00 10072814332.78 347082144.40 9563580522.81 
745.00 10087702821.31 348359461.45 9576758300.09 
746.00 10102585229.50 349639621.96 9589926671.61 
747.00 10117461555.96 350922627.79 9603085634.55 
748.00 10132331799.37 352208480.79 9616235186.16 
749.00 10147195958.45 353497182.80 9629375323.73 
750.00 10162054032.01 354788735.66 9642506044.62 
751.00 10176906018.87 356083141.21 9655627346.27 
752.00 10191751917.94 357380401.27 9668739226.13 
753.00 10206591728.17 358680517.69 9681841681.76 
754.00 10221425448.57 359983492.27 9694934710.74 
755.00 10236253078.19 361289326.86 9708018310.73 
756.00 10251074616.15 362598023.26 9721092479.43 
757.00 10265890061.62 363909583.28 9734157214.61 
758.00 10280699413.82 365224008.75 9747212514.09 
759.00 10295502672.02 366541301.47 9760258375.74 
760.00 10310299835.54 367861463.24 9773294797.50 
761.00 10325090903.77 369184495.86 9786321777.36 
762.00 10339875876.12 370510401.13 9799339313.35 
763.00 10354654752.09 371839180.84 9812347403.58 
764.00 10369427531.21 373170836.79 9825346046.19 
765.00 10384194213.04 374505370.76 9838335239.40 
766.00 10398954797.24 375842784.53 9851314981.46 
767.00 10413709283.48 377183079.89 9864285270.69 
768.00 10428457671.49 378526258.60 9877246105.44 
769.00 10443199961.05 379872322.44 9890197484.15 
770.00 10457936152.00 381221273.18 9903139405.27 
771.00 10472666244.21 382573112.58 9916071867.34 
772.00 10487390237.62 383927842.41 9928994868.93 
773.00 10502108132.20 385285464.42 9941908408.67 
774.00 10516819927.98 386645980.37 9954812485.22 
775.00 10531525625.03 388009392.01 9967707097.33 
776.00 10546225223.46 389375701.09 9980592243.77 
777.00 10560918723.45 390744909.35 9993467923.38 
778.00 10575606125.21 392117018.53 10006334135.02 
779.00 10590287428.99 393492030.38 10019190877.63 
780.00 10604962635.12 394869946.61 10032038150.20 
781.00 10619631743.93 396250768.97 10044875951.74 
782.00 10634294755.83 397634499.18 10057704281.34 
783.00 10648951671.26 399021138.96 10070523138.12 
784.00 10663602490.71 400410690.03 10083332521.25 
785.00 10678247214.71 401803154.12 10096132429.96 
786.00 10692885843.84 403198532.93 10108922863.52 
787.00 10707518378.73 404596828.17 10121703821.24 
788.00 10722144820.04 405998041.55 10134475302.49 
789.00 10736765168.47 407402174.77 10147237306.68 
790.00 10751379424.79 408809229.52 10159989833.26 
791.00 10765987589.79 410219207.52 10172732881.75 
792.00 10780589664.30 411632110.44 10185466451.69 
793.00 10795185649.22 413047939.99 10198190542.68 
794.00 10809775545.47 414466697.83 10210905154.35 
795.00 10824359354.00 415888385.66 10223610286.40 
796.00 10838937075.84 417313005.15 10236305938.56 
797.00 10853508712.03 418740557.98 10248992110.61 
798.00 10868074263.66 420171045.82 10261668802.36 
799.00 10882633731.87 421604470.34 10274336013.68 
800.00 10897187117.82 423040833.20 10286993744.48 
801.00 10911734422.74 424480136.07 10299641994.71 
802.00 10926275647.87 425922380.60 10312280764.37 
803.00 10940810794.51 427367568.45 10324910053.50 
804.00 10955339863.99 428815701.27 10337529862.18 
805.00 10969862857.70 430266780.71 10350140190.53 
806.00 10984379777.03 431720808.41 10362741038.72 
807.00 10998890623.44 433177786.02 10375332406.97 
808.00 11013395398.42 434637715.16 10387914295.52 
809.00 11027894103.51 436100597.49 10400486704.66 
810.00 11042386740.26 437566434.62 10413049634.74 
811.00 11056873310.28 439035228.19 10425603086.12 
812.00 11071353815.22 440506979.82 10438147059.22 
813.00 11085828256.76 441981691.13 10450681554.49 
814.00 11100296636.61 443459363.74 10463206572.45 
815.00 11114758956.53 444939999.27 10475722113.61 
816.00 11129215218.32 446423599.32 10488228178.57 
817.00 11143665423.79 447910165.51 10500724767.93 
818.00 11158109574.82 449399699.43 10513211882.36 
819.00 11172547673.31 450892202.69 10525689522.55 
820.00 11186979721.18 452387676.89 10538157689.23 
821.00 11201405720.43 453886123.63 10550616383.18 
822.00 11215825673.05 455387544.48 10563065605.20 
823.00 11230239581.09 456891941.05 10575505356.16 
824.00 11244647446.62 458399314.91 10587935636.93 
825.00 11259049271.76 459909667.65 10600356448.45 
826.00 11273445058.66 461423000.85 10612767791.68 
827.00 11287834809.50 462939316.08 10625169667.61 
828.00 11302218526.50 464458614.90 10637562077.29 
829.00 11316596211.90 465980898.90 10649945021.79 
830.00 11330967867.98 467506169.64 10662318502.22 
831.00 11345333497.08 469034428.67 10674682519.73 
832.00 11359693101.53 470565677.56 10687037075.51 
833.00 11374046683.73 472099917.86 10699382170.77 
834.00 11388394246.08 473637151.12 10711717806.78 
835.00 11402735791.03 475177378.89 10724043984.82 
836.00 11417071321.08 476720602.72 10736360706.22 
837.00 11431400838.72 478266824.15 10748667972.34 
838.00 11445724346.52 479816044.72 10760965784.58 
839.00 11460041847.03 481368265.96 10773254144.38 
840.00 11474353342.88 482923489.40 10785533053.19 
841.00 11488658836.70 484481716.59 10797802512.53 
842.00 11502958331.16 486042949.03 10810062523.92 
843.00 11517251828.97 487607188.26 10822313088.93 
844.00 11531539332.86 489174435.79 10834554209.17 
845.00 11545820845.60 490744693.14 10846785886.26 
846.00 11560096369.96 492317961.83 10859008121.90 
847.00 11574365908.80 493894243.35 10871220917.76 
848.00 11588629464.94 495473539.23 10883424275.59 
849.00 11602887041.28 497055850.96 10895618197.16 
850.00 11617138640.74 498641180.05 10907802684.27 
851.00 11631384266.25 500229527.98 10919977738.74 
852.00 11645623920.78 501820896.26 10932143362.45 
853.00 11659857607.35 503415286.38 10944299557.30 
854.00 11674085328.96 505012699.82 10956446325.20 
855.00 11688307088.70 506613138.07 10968583668.12 
856.00 11702522889.63 508216602.60 10980711588.05 
857.00 11716732734.88 509823094.90 10992830087.01 
858.00 11730936627.59 511432616.45 11004939167.05 
859.00 11745134570.93 513045168.70 11017038830.27 
860.00 11759326568.09 514660753.14 11029129078.77 
861.00 11773512622.31 516279371.22 11041209914.70 
862.00 11787692736.83 517901024.42 11053281340.23 
863.00 11801866914.94 519525714.18 11065343357.57 
864.00 11816035159.94 521153441.97 11077395968.95 
865.00 11830197475.17 522784209.23 11089439176.64 
866.00 11844353863.98 524418017.42 11101472982.92 
867.00 11858504329.77 526054867.98 11113497390.13 
868.00 11872648875.94 527694762.36 11125512400.62 
869.00 11886787505.94 529337702.00 11137518016.76 
870.00 11900920223.22 530983688.33 11149514240.97 
871.00 11915047031.29 532632722.79 11161501075.68 
872.00 11929167933.65 534284806.80 11173478523.35 
873.00 11943282933.85 535939941.80 11185446586.50 
874.00 11957392035.45 537598129.22 11197405267.62 
875.00 11971495242.04 539259370.47 11209354569.29 
876.00 11985592557.25 540923666.96 11221294494.07 
877.00 11999683984.70 542591020.13 11233225044.57 
878.00 12013769528.07 544261431.37 11245146223.42 
879.00 12027849191.05 545934902.10 11257058033.28 
880.00 12041922977.35 547611433.73 11268960476.84 
881.00 12055990890.70 549291027.65 11280853556.81 
882.00 12070052934.87 550973685.27 11292737275.94 
883.00 12084109113.65 552659407.98 11304611636.98 
884.00 12098159430.83 554348197.19 11316476642.74 
885.00 12112203890.26 556040054.27 11328332296.02 
886.00 12126242495.79 557734980.61 11340178599.68 
887.00 12140275251.29 559432977.61 11352015556.59 
888.00 12154302160.67 561134046.64 11363843169.64 
889.00 12168323227.86 562838189.07 11375661441.75 
890.00 12182338456.78 564545406.30 11387470375.88 
891.00 12196347851.43 566255699.68 11399269974.98 
892.00 12210351415.78 567969070.59 11411060242.07 
893.00 12224349153.85 569685520.40 11422841180.16 
894.00 12238341069.67 571405050.46 11434612792.29 
895.00 12252327167.30 573127662.14 11446375081.55 
896.00 12266307450.81 574853356.79 11458128051.02 
897.00 12280281924.32 576582135.78 11469871703.82 
898.00 12294250591.92 578314000.44 11481606043.11 
899.00 12308213457.78 580048952.13 11493331072.03 
900.00 12322170526.05 581786992.20 11505046793.80 
901.00 12336121800.92 583528121.98 11516753211.62 
902.00 12350067286.58 585272342.81 11528450328.72 
903.00 12364006987.27 587019656.03 11540138148.38 
904.00 12377940907.22 588770062.98 11551816673.88 
905.00 12391869050.71 590523564.98 11563485908.51 
906.00 12405791422.03 592280163.37 11575145855.62 
907.00 12419708025.46 594039859.46 11586796518.56 
908.00 12433618865.35 595802654.57 11598437900.70 
909.00 12447523946.03 597568550.03 11610070005.45 
910.00 12461423271.88 599337547.15 11621692836.21 
911.00 12475316847.26 601109647.24 11633306396.43 
912.00 12489204676.60 602884851.61 11644910689.59 
913.00 12503086764.31 604663161.56 11656505719.15 
914.00 12516963114.82 606444578.41 11668091488.64 
915.00 12530833732.61 608229103.45 11679668001.58 
916.00 12544698622.15 610016737.97 11691235261.52 
917.00 12558557787.94 611807483.28 11702793272.04 
918.00 12572411234.49 613601340.67 11714342036.72 
919.00 12586258966.33 615398311.41 11725881559.18 
920.00 12600100988.03 617198396.80 11737411843.05 
921.00 12613937304.15 619001598.13 11748932892.00 
922.00 12627767919.27 620807916.66 11760444709.69 
923.00 12641592838.01 622617353.68 11771947299.83 
924.00 12655412064.99 624429910.47 11783440666.13 
925.00 12669225604.85 626245588.28 11794924812.32 
926.00 12683033462.24 628064388.39 11806399742.17 
927.00 12696835641.85 629886312.07 11817865459.45 
928.00 12710632148.37 631711360.58 11829321967.95 
929.00 12724422986.50 633539535.17 11840769271.50 
930.00 12738208160.97 635370837.10 11852207373.93 
931.00 12751987676.53 637205267.63 11863636279.09 
932.00 12765761537.94 639042828.01 11875055990.87 
933.00 12779529749.97 640883519.48 11886466513.14 
934.00 12793292317.42 642727343.29 11897867849.83 
935.00 12807049245.09 644574300.68 11909260004.86 
936.00 12820800537.81 646424392.89 11920642982.19 
937.00 12834546200.42 648277621.16 11932016785.79 
938.00 12848286237.78 650133986.71 11943381419.63 
939.00 12862020654.76 651993490.78 11954736887.74 
